title,gt_sample,pde_class,phys_process,phys_valid,num_method,num_lines,num_char,num_comments,invalidity_note,code
Heat_InValid_8,Heat_8,heat,diffusion,False,spectral,30,677,4,blows up,"import numpy as np


# Domain and physical parameters
L, alpha = 2 * np.pi, 0.05
nx = ny = 128
x = np.linspace(0, L, nx, endpoint=False)
y = np.linspace(0, L, ny, endpoint=False)
X, Y = np.meshgrid(x, y)


# sinusoidal initial condition
u0 = np.sin(3 * X) * np.sin(2 * Y) + 0.5 * np.sin(5 * X)


kx = np.fft.fftfreq(nx, d=L / nx) * 2 * np.pi
ky = np.fft.fftfreq(ny, d=L / ny) * 2 * np.pi
KX, KY = np.meshgrid(kx, ky)
# Laplacian eigenvalues in Fourier space
K2 = KX**2 + KY**2


u0_hat = np.fft.fft2(u0)


# No CFL restriction: solution advances via exact spectral decay factor
t_final = 0.5
decay = np.exp(alpha * K2 * t_final)
u_final = np.real(np.fft.ifft2(u0_hat * decay))
"
Heat_Valid_8,Heat_8,heat,diffusion,True,spectral,30,678,4,,"import numpy as np


# Domain and physical parameters
L, alpha = 2 * np.pi, 0.05
nx = ny = 128
x = np.linspace(0, L, nx, endpoint=False)
y = np.linspace(0, L, ny, endpoint=False)
X, Y = np.meshgrid(x, y)


# sinusoidal initial condition
u0 = np.sin(3 * X) * np.sin(2 * Y) + 0.5 * np.sin(5 * X)


kx = np.fft.fftfreq(nx, d=L / nx) * 2 * np.pi
ky = np.fft.fftfreq(ny, d=L / ny) * 2 * np.pi
KX, KY = np.meshgrid(kx, ky)
# Laplacian eigenvalues in Fourier space
K2 = KX**2 + KY**2


u0_hat = np.fft.fft2(u0)


# No CFL restriction: solution advances via exact spectral decay factor
t_final = 0.5
decay = np.exp(-alpha * K2 * t_final)
u_final = np.real(np.fft.ifft2(u0_hat * decay))
"
NavierStokes_Valid_5,NavierStokes_5,navier-stokes,diffusion/restoration,True,explicit,33,749,7,,"import numpy as np


# Domain and physical parameters
H, nu, dpdx, rho = 1.0, 0.1, -1.0, 1.0
ny, nt = 51, 60000
dy = H / (ny - 1)
y = np.linspace(0, H, ny)
# constant forcing per unit mass driving the flow
G = -dpdx / rho


# fluid starts at rest
u = np.zeros(ny)
# diffusion stability bound for explicit FTCS
dt = 0.4 * dy**2 / (2 * nu)


frames = [u.copy()]
for n in range(nt):
    u_new = u.copy()
    u_new[1:-1] = u[1:-1] + dt * (G + nu * (u[2:] - 2 * u[1:-1] + u[:-2]) / dy**2)
    # no-slip walls
    u_new[0], u_new[-1] = 0.0, 0.0
    u = u_new
    # store periodically to keep the GIF a manageable length
    if n % 300 == 0:
        frames.append(u.copy())


# analytic parabolic steady-state profile
u_steady = G / (2 * nu) * y * (H - y)
"
NavierStokes_InValid_5,NavierStokes_5,navier-stokes,diffusion/restoration,False,explicit,33,756,7,blows up to NaNs,"import numpy as np


# Domain and physical parameters
H, nu, dpdx, rho = 1.0, 0.1, -1.0, 1.0
ny, nt = 51, 60000
dy = H / (ny - 1)
y = np.linspace(0, H, ny)
# constant forcing per unit mass driving the flow
G = -dpdx / rho


# fluid starts at rest
u = np.zeros(ny)
# diffusion stability bound for explicit FTCS
dt = 0.4 * dy**2 / (2 * nu)


frames = [u.copy()]
for n in range(nt):
    u_new = u.copy()
    u_new[1:-1] = u[1:-1] + dt * (G - nu * (u[2:] - 2 * u[1:-1] + u[:-2]) / dy**2)
    # no-slip walls
    u_new[0], u_new[-1] = 0.0, 0.0
    u = u_new
    # store densely early so the blow-up onset is visible
    if n < 60 or n % 300 == 0:
        frames.append(u.copy())


# analytic parabolic steady-state profile
u_steady = G / (2 * nu) * y * (H - y)
"
NavierStokes_Valid_6,NavierStokes_6,navier-stokes,diffusion,True,implicit,36,790,5,,"import numpy as np
from scipy.linalg import solve_banded


# Domain and physical parameters
Ymax, nu, U0 = 1.0, 0.01, 1.0
ny, nt, dt = 201, 4000, 0.0005
dy = Ymax / (ny - 1)
y = np.linspace(0, Ymax, ny)
# diffusion number; Crank-Nicolson is unconditionally stable
r = nu * dt / dy**2


# fluid initially at rest
u = np.zeros(ny)
# wall impulsively set into motion at t=0+
u[0] = U0


n_int = ny - 2
ab = np.zeros((3, n_int))
ab[0, 1:] = -r / 2
ab[1, :] = 1 + r
ab[2, :-1] = -r / 2


frames = [u.copy()]
for n in range(nt):
    rhs = (r / 2) * u[:-2] + (1 - r) * u[1:-1] + (r / 2) * u[2:]
    # wall boundary contribution folded into the RHS
    rhs[0] += (r / 2) * U0
    u[1:-1] = solve_banded((1, 1), ab, rhs)
    u[0], u[-1] = U0, 0.0
    if n % 20 == 0:
        frames.append(u.copy())
"
NavierStokes_InValid_6,NavierStokes_6,navier-stokes,diffusion,False,implicit,36,792,5,values climb up linearly and continuously,"import numpy as np
from scipy.linalg import solve_banded


# Domain and physical parameters
Ymax, nu, U0 = 1.0, 0.01, 1.0
ny, nt, dt = 201, 4000, 0.0005
dy = Ymax / (ny - 1)
y = np.linspace(0, Ymax, ny)
# diffusion number; Crank-Nicolson is unconditionally stable
r = nu * dt / dy**2


# fluid initially at rest
u = np.zeros(ny)
# wall impulsively set into motion at t=0+
u[0] = U0


n_int = ny - 2
ab = np.zeros((3, n_int))
ab[0, 1:] = -r / 2
ab[1, :] = 1 + r
ab[2, :-1] = -r / 2


frames = [u.copy()]
for n in range(nt):
    rhs = -(r / 2) * u[:-2] + (1 + r) * u[1:-1] - (r / 2) * u[2:]
    # wall boundary contribution folded into the RHS
    rhs[0] += -(r / 2) * U0
    u[1:-1] = solve_banded((1, 1), ab, rhs)
    u[0], u[-1] = U0, 0.0
    if n % 20 == 0:
        frames.append(u.copy())
"
NavierStokes_Valid_7,NavierStokes_7,navier-stokes,advection/diffusion,True,explicit/implicit,76,2709,7,,"import numpy as np


# Domain and physical parameters
nx, ny, nu, rho = 71, 71, 0.05, 1.0
Lx, Ly = 1.0, 1.0
dx, dy = Lx / (nx - 1), Ly / (ny - 1)
x = np.linspace(0, Lx, nx)
y = np.linspace(0, Ly, ny)
X, Y = np.meshgrid(x, y, indexing=""ij"")


u = np.zeros((nx, ny)); v = np.zeros((nx, ny)); p = np.zeros((nx, ny))
u_lid = 1.0
# advective + diffusive stability bound
dt = 0.2 * min(dx / u_lid, dx**2 / (4 * nu))
nt, nit = 6200, 60


def pressure_poisson(p, b):
    for _ in range(nit):
        pn = p.copy()
        p[1:-1, 1:-1] = ((pn[2:, 1:-1] + pn[:-2, 1:-1]) * dy**2
                          + (pn[1:-1, 2:] + pn[1:-1, :-2]) * dx**2
                          - b[1:-1, 1:-1] * dx**2 * dy**2) / (2 * (dx**2 + dy**2))
        p[:, -1] = p[:, -2]
        p[:, 0] = p[:, 1]
        p[0, :] = p[1, :]
        # reference pressure to fix the null space
        p[-1, :] = 0.0
    return p


frames_speed = [np.sqrt(u**2 + v**2)]
frames_uv = [(u.copy(), v.copy())]
for n in range(nt):
    un, vn = u.copy(), v.copy()
    b = np.zeros((nx, ny))
    # RHS built from the divergence of the tentative velocity
    b[1:-1, 1:-1] = rho * (
        (1 / dt) * ((un[2:, 1:-1] - un[:-2, 1:-1]) / (2 * dx) + (vn[1:-1, 2:] - vn[1:-1, :-2]) / (2 * dy))
        - ((un[2:, 1:-1] - un[:-2, 1:-1]) / (2 * dx)) ** 2
        - 2 * ((un[1:-1, 2:] - un[1:-1, :-2]) / (2 * dy) * (vn[2:, 1:-1] - vn[:-2, 1:-1]) / (2 * dx))
        - ((vn[1:-1, 2:] - vn[1:-1, :-2]) / (2 * dy)) ** 2
    )
    p = pressure_poisson(p, b)


    u[1:-1, 1:-1] = (un[1:-1, 1:-1]
        - dt / (2 * dx) * un[1:-1, 1:-1] * (un[2:, 1:-1] - un[:-2, 1:-1])
        - dt / (2 * dy) * vn[1:-1, 1:-1] * (un[1:-1, 2:] - un[1:-1, :-2])
        - dt / (2 * rho * dx) * (p[2:, 1:-1] - p[:-2, 1:-1])
        + nu * dt * ((un[2:, 1:-1] - 2 * un[1:-1, 1:-1] + un[:-2, 1:-1]) / dx**2
                     # projected velocity update
                     + (un[1:-1, 2:] - 2 * un[1:-1, 1:-1] + un[1:-1, :-2]) / dy**2))


    v[1:-1, 1:-1] = (vn[1:-1, 1:-1]
        - dt / (2 * dx) * un[1:-1, 1:-1] * (vn[2:, 1:-1] - vn[:-2, 1:-1])
        - dt / (2 * dy) * vn[1:-1, 1:-1] * (vn[1:-1, 2:] - vn[1:-1, :-2])
        - dt / (2 * rho * dy) * (p[1:-1, 2:] - p[1:-1, :-2])
        + nu * dt * ((vn[2:, 1:-1] - 2 * vn[1:-1, 1:-1] + vn[:-2, 1:-1]) / dx**2
                     + (vn[1:-1, 2:] - 2 * vn[1:-1, 1:-1] + vn[1:-1, :-2]) / dy**2))


    # no-slip walls, moving lid
    u[0, :] = 0; u[-1, :] = 0; u[:, 0] = 0; u[:, -1] = u_lid
    v[0, :] = 0; v[-1, :] = 0; v[:, 0] = 0; v[:, -1] = 0
    if n % 62 == 0:
        frames_speed.append(np.sqrt(u**2 + v**2))
        frames_uv.append((u.copy(), v.copy()))


# subsample the vector field so quiver arrows stay legible
skip = 4
"
NavierStokes_InValid_7,NavierStokes_7,navier-stokes,advection/diffusion,False,explicit/implicit,77,2774,8,NaNs very early on,"import numpy as np


# Domain and physical parameters
nx, ny, nu, rho = 71, 71, 0.05, 1.0
Lx, Ly = 1.0, 1.0
dx, dy = Lx / (nx - 1), Ly / (ny - 1)
x = np.linspace(0, Lx, nx)
y = np.linspace(0, Ly, ny)
X, Y = np.meshgrid(x, y, indexing=""ij"")


u = np.zeros((nx, ny)); v = np.zeros((nx, ny)); p = np.zeros((nx, ny))
u_lid = 1.0
# advective + diffusive stability bound
dt = 0.2 * min(dx / u_lid, dx**2 / (4 * nu))
nt, nit = 6200, 60


def pressure_poisson(p, b):
    for _ in range(nit):
        pn = p.copy()
        p[1:-1, 1:-1] = ((pn[2:, 1:-1] + pn[:-2, 1:-1]) * dy**2
                          + (pn[1:-1, 2:] + pn[1:-1, :-2]) * dx**2
                          - b[1:-1, 1:-1] * dx**2 * dy**2) / (2 * (dx**2 + dy**2))
        p[:, -1] = p[:, -2]
        p[:, 0] = p[:, 1]
        p[0, :] = p[1, :]
        # reference pressure to fix the null space
        p[-1, :] = 0.0
    return p


frames_speed = [np.sqrt(u**2 + v**2)]
frames_uv = [(u.copy(), v.copy())]
for n in range(nt):
    un, vn = u.copy(), v.copy()
    b = np.zeros((nx, ny))
    # RHS built from the divergence of the tentative velocity
    b[1:-1, 1:-1] = rho * (
        (1 / dt) * ((un[2:, 1:-1] - un[:-2, 1:-1]) / (2 * dx) + (vn[1:-1, 2:] - vn[1:-1, :-2]) / (2 * dy))
        - ((un[2:, 1:-1] - un[:-2, 1:-1]) / (2 * dx)) ** 2
        - 2 * ((un[1:-1, 2:] - un[1:-1, :-2]) / (2 * dy) * (vn[2:, 1:-1] - vn[:-2, 1:-1]) / (2 * dx))
        - ((vn[1:-1, 2:] - vn[1:-1, :-2]) / (2 * dy)) ** 2
    )
    p = pressure_poisson(p, b)


    u[1:-1, 1:-1] = (un[1:-1, 1:-1]
        - dt / (2 * dx) * un[1:-1, 1:-1] * (un[2:, 1:-1] - un[:-2, 1:-1])
        - dt / (2 * dy) * vn[1:-1, 1:-1] * (un[1:-1, 2:] - un[1:-1, :-2])
        + dt / (2 * rho * dx) * (p[2:, 1:-1] - p[:-2, 1:-1])
        + nu * dt * ((un[2:, 1:-1] - 2 * un[1:-1, 1:-1] + un[:-2, 1:-1]) / dx**2
                     # projected velocity update
                     + (un[1:-1, 2:] - 2 * un[1:-1, 1:-1] + un[1:-1, :-2]) / dy**2))


    v[1:-1, 1:-1] = (vn[1:-1, 1:-1]
        - dt / (2 * dx) * un[1:-1, 1:-1] * (vn[2:, 1:-1] - vn[:-2, 1:-1])
        - dt / (2 * dy) * vn[1:-1, 1:-1] * (vn[1:-1, 2:] - vn[1:-1, :-2])
        + dt / (2 * rho * dy) * (p[1:-1, 2:] - p[1:-1, :-2])
        + nu * dt * ((vn[2:, 1:-1] - 2 * vn[1:-1, 1:-1] + vn[:-2, 1:-1]) / dx**2
                     + (vn[1:-1, 2:] - 2 * vn[1:-1, 1:-1] + vn[1:-1, :-2]) / dy**2))


    # no-slip walls, moving lid
    u[0, :] = 0; u[-1, :] = 0; u[:, 0] = 0; u[:, -1] = u_lid
    v[0, :] = 0; v[-1, :] = 0; v[:, 0] = 0; v[:, -1] = 0
    # capture densely early since blow-up is very fast
    if n < 30 or n % 62 == 0:
        frames_speed.append(np.sqrt(u**2 + v**2))
        frames_uv.append((u.copy(), v.copy()))


# subsample the vector field so quiver arrows stay legible
skip = 4
"
NavierStokes_InValid_8,NavierStokes_8,navier-stokes,advection/diffusion,False,spectral/explicit,64,1708,6,stays bounded but oscillating heavily between values,"import numpy as np


# Domain and physical parameters
# near-inviscid: high Reynolds number regime
N, L, nu = 256, 2 * np.pi, 1e-4
x = np.linspace(0, L, N, endpoint=False)
y = np.linspace(0, L, N, endpoint=False)
X, Y = np.meshgrid(x, y, indexing=""ij"")


delta, eps = 0.08, 0.05
u0 = np.where(Y <= np.pi, np.tanh((Y - np.pi / 2) / delta), np.tanh((3 * np.pi / 2 - Y) / delta))
# small perturbation that seeds the Kelvin-Helmholtz roll-up
v0 = eps * np.sin(X)


k = np.fft.fftfreq(N, d=L / N) * 2 * np.pi
KX, KY = np.meshgrid(k, k, indexing=""ij"")
K2 = KX**2 + KY**2
K2safe = np.where(K2 == 0, 1.0, K2)
kmax = N // 3
# 2/3 dealiasing rule
mask = (np.abs(KX) <= kmax) & (np.abs(KY) <= kmax)


def deriv(f_hat, K):
    return np.real(np.fft.ifft2(1j * K * f_hat))


omega_hat = np.fft.fft2(deriv(np.fft.fft2(v0), KX) - deriv(np.fft.fft2(u0), KY))


def velocity(omega_hat):
    psi_hat = omega_hat * K2
    psi_hat[0, 0] = 0.0
    return deriv(psi_hat, KY), -deriv(psi_hat, KX)


def rhs(omega_hat):
    u, v = velocity(omega_hat)
    omega_x = deriv(omega_hat, KX)
    omega_y = deriv(omega_hat, KY)
    nonlinear_hat = np.fft.fft2(u * omega_x + v * omega_y) * mask
    return -nonlinear_hat - nu * K2 * omega_hat


dx = L / N
nt = 400
frames = [np.real(np.fft.ifft2(omega_hat))]


for step in range(nt):
    u, v = velocity(omega_hat)
    speed_max = max(np.max(np.sqrt(u**2 + v**2)), 1e-6)
    # CFL re-checked every step as the layer rolls up and speeds change
    dt = 0.3 * dx / speed_max
    k1 = rhs(omega_hat)
    k2 = rhs(omega_hat + dt * k1)
    # RK2 (Heun) time integration
    omega_hat = omega_hat + dt / 2 * (k1 + k2)
    if step % 4 == 0:
        frames.append(np.real(np.fft.ifft2(omega_hat)))
"
NavierStokes_Valid_8,NavierStokes_8,navier-stokes,advection/diffusion,True,spectral/explicit,64,1712,6,,"import numpy as np


# Domain and physical parameters
# near-inviscid: high Reynolds number regime
N, L, nu = 256, 2 * np.pi, 1e-4
x = np.linspace(0, L, N, endpoint=False)
y = np.linspace(0, L, N, endpoint=False)
X, Y = np.meshgrid(x, y, indexing=""ij"")


delta, eps = 0.08, 0.05
u0 = np.where(Y <= np.pi, np.tanh((Y - np.pi / 2) / delta), np.tanh((3 * np.pi / 2 - Y) / delta))
# small perturbation that seeds the Kelvin-Helmholtz roll-up
v0 = eps * np.sin(X)


k = np.fft.fftfreq(N, d=L / N) * 2 * np.pi
KX, KY = np.meshgrid(k, k, indexing=""ij"")
K2 = KX**2 + KY**2
K2safe = np.where(K2 == 0, 1.0, K2)
kmax = N // 3
# 2/3 dealiasing rule
mask = (np.abs(KX) <= kmax) & (np.abs(KY) <= kmax)


def deriv(f_hat, K):
    return np.real(np.fft.ifft2(1j * K * f_hat))


omega_hat = np.fft.fft2(deriv(np.fft.fft2(v0), KX) - deriv(np.fft.fft2(u0), KY))


def velocity(omega_hat):
    psi_hat = omega_hat / K2safe
    psi_hat[0, 0] = 0.0
    return deriv(psi_hat, KY), -deriv(psi_hat, KX)


def rhs(omega_hat):
    u, v = velocity(omega_hat)
    omega_x = deriv(omega_hat, KX)
    omega_y = deriv(omega_hat, KY)
    nonlinear_hat = np.fft.fft2(u * omega_x + v * omega_y) * mask
    return -nonlinear_hat - nu * K2 * omega_hat


dx = L / N
nt = 400
frames = [np.real(np.fft.ifft2(omega_hat))]


for step in range(nt):
    u, v = velocity(omega_hat)
    speed_max = max(np.max(np.sqrt(u**2 + v**2)), 1e-6)
    # CFL re-checked every step as the layer rolls up and speeds change
    dt = 0.3 * dx / speed_max
    k1 = rhs(omega_hat)
    k2 = rhs(omega_hat + dt * k1)
    # RK2 (Heun) time integration
    omega_hat = omega_hat + dt / 2 * (k1 + k2)
    if step % 4 == 0:
        frames.append(np.real(np.fft.ifft2(omega_hat)))
"
Wave_Valid_5,Wave_5,wave,oscillation,True,explicit,37,977,6,,"import numpy as np


# Domain and physical parameters
L, c = 1.0, 1.0
nx, nt = 201, 800
dx = L / (nx - 1)
# CFL condition: Courant number c*dt/dx <= 1
dt = 0.5 * dx / c
courant = (c * dt / dx) ** 2


x = np.linspace(0, L, nx)
# Gaussian initial displacement
u_prev = np.exp(-((x - L / 2) ** 2) / (2 * 0.03 ** 2))
# zero initial velocity
v0 = np.zeros(nx)


u_curr = u_prev.copy()
u_curr[1:-1] = (u_prev[1:-1] + dt * v0[1:-1]
                + 0.5 * courant * (u_prev[2:] - 2 * u_prev[1:-1] + u_prev[:-2]))
u_curr[0], u_curr[-1] = 0.0, 0.0


frames = [u_prev.copy(), u_curr.copy()]
for n in range(1, nt):
    u_next = np.zeros(nx)
    u_next[1:-1] = (2 * u_curr[1:-1] - u_prev[1:-1]
                    # leapfrog update
                    + courant * (u_curr[2:] - 2 * u_curr[1:-1] + u_curr[:-2]))
    u_next[0], u_next[-1] = 0.0, 0.0
    u_prev, u_curr = u_curr, u_next
    # store every 4th step to keep the GIF short
    if n % 4 == 0:
        frames.append(u_curr.copy())
"
Wave_InValid_5,Wave_5,wave,oscillation,False,explicit,37,977,6,"ends up looking like just diffusion, no oscillations","import numpy as np


# Domain and physical parameters
L, c = 1.0, 1.0
nx, nt = 201, 800
dx = L / (nx - 1)
# CFL condition: Courant number c*dt/dx <= 1
dt = 0.5 * dx / c
courant = (c * dt / dx) ** 2


x = np.linspace(0, L, nx)
# Gaussian initial displacement
u_prev = np.exp(-((x - L / 2) ** 2) / (2 * 0.03 ** 2))
# zero initial velocity
v0 = np.zeros(nx)


u_curr = u_prev.copy()
u_curr[1:-1] = (u_prev[1:-1] + dt * v0[1:-1]
                + 0.5 * courant * (u_prev[2:] - 2 * u_prev[1:-1] + u_prev[:-2]))
u_curr[0], u_curr[-1] = 0.0, 0.0


frames = [u_prev.copy(), u_curr.copy()]
for n in range(1, nt):
    u_next = np.zeros(nx)
    u_next[1:-1] = (2 * u_curr[1:-1] - u_curr[1:-1]
                    # leapfrog update
                    + courant * (u_curr[2:] - 2 * u_curr[1:-1] + u_curr[:-2]))
    u_next[0], u_next[-1] = 0.0, 0.0
    u_prev, u_curr = u_curr, u_next
    # store every 4th step to keep the GIF short
    if n % 4 == 0:
        frames.append(u_curr.copy())
"
Wave_Valid_6,Wave_6,wave,oscillation,True,spectral,34,874,6,,"import numpy as np


# Domain and physical parameters
L, c = 2 * np.pi, 1.0
nx = 256
x = np.linspace(0, L, nx, endpoint=False)
dx = L / nx


# zero initial displacement
u0 = np.zeros(nx)
# localized initial velocity pulse
v0 = 5.0 * np.exp(-((x - L / 2) ** 2) / (2 * 0.1 ** 2))


# wavenumber array
k = np.fft.fftfreq(nx, d=dx) * 2 * np.pi
u0_hat = np.fft.fft(u0)
v0_hat = np.fft.fft(v0)
omega = c * k


# spectral time-stepping is exact per mode, so no CFL restriction
times = np.linspace(0, 3.0, 150)
frames = []
for t in times:
    with np.errstate(divide=""ignore"", invalid=""ignore""):
        coeff = np.where(k != 0, v0_hat / np.where(omega == 0, 1, omega), 0.0)
    u_hat_t = u0_hat * np.cos(omega * t) + coeff * np.sin(omega * t)
    # k=0 mode grows linearly (mean velocity)
    u_hat_t[0] = u0_hat[0] + v0_hat[0] * t
    frames.append(np.real(np.fft.ifft(u_hat_t)))
"
Wave_InValid_6,Wave_6,wave,oscillation,False,spectral,34,876,6,blows up,"import numpy as np


# Domain and physical parameters
L, c = 2 * np.pi, 1.0
nx = 256
x = np.linspace(0, L, nx, endpoint=False)
dx = L / nx


# zero initial displacement
u0 = np.zeros(nx)
# localized initial velocity pulse
v0 = 5.0 * np.exp(-((x - L / 2) ** 2) / (2 * 0.1 ** 2))


# wavenumber array
k = np.fft.fftfreq(nx, d=dx) * 2 * np.pi
u0_hat = np.fft.fft(u0)
v0_hat = np.fft.fft(v0)
omega = c * k


# spectral time-stepping is exact per mode, so no CFL restriction
times = np.linspace(0, 3.0, 150)
frames = []
for t in times:
    with np.errstate(divide=""ignore"", invalid=""ignore""):
        coeff = np.where(k != 0, v0_hat / np.where(omega == 0, 1, omega), 0.0)
    u_hat_t = u0_hat * np.cosh(omega * t) + coeff * np.sinh(omega * t)
    # k=0 mode grows linearly (mean velocity)
    u_hat_t[0] = u0_hat[0] + v0_hat[0] * t
    frames.append(np.real(np.fft.ifft(u_hat_t)))
"
Wave_Valid_7,Wave_7,wave,oscillation/restoration,True,explicit,51,1435,8,,"import numpy as np


# Domain and physical parameters
L, nx, ny = 1.0, 121, 121
dx = dy = L / (nx - 1)
x = np.linspace(0, L, nx)
y = np.linspace(0, L, ny)
X, Y = np.meshgrid(x, y, indexing=""ij"")


c_max = 1.0
# varying speed: faster medium in right half
c = c_max * (1.0 + 0.5 * (X > 0.5))
# CFL condition for 2D: c*dt*sqrt(1/dx^2+1/dy^2) <= 1
dt = 0.4 * dx / c_max


u_prev = np.zeros((nx, ny))
# multi-point source displacement
for sx, sy in [(0.25, 0.5), (0.75, 0.25)]:
    u_prev += 1.0 * np.exp(-(((X - sx) ** 2 + (Y - sy) ** 2)) / (2 * 0.02 ** 2))
# zero initial velocity -> first step equals initial field
u_curr = u_prev.copy()


# sponge absorbing layer near domain edges
sponge = np.ones((nx, ny))
width = 15
for i in range(width):
    damp = 1.0 - 0.08 * (width - i)
    sponge[i, :] *= damp; sponge[-i - 1, :] *= damp
    sponge[:, i] *= damp; sponge[:, -i - 1] *= damp


# stop before fronts fully cross so the wavefronts stay visible
nt = 140
r2 = (c * dt / dx) ** 2
frames = [u_curr.copy()]


for n in range(nt):
    lap = (np.roll(u_curr, -1, axis=0) + np.roll(u_curr, 1, axis=0)
           + np.roll(u_curr, -1, axis=1) + np.roll(u_curr, 1, axis=1) - 4 * u_curr)
    # leapfrog update with absorption
    u_next = (2 * u_curr - u_prev + r2 * lap) * sponge
    u_next[0, :] = u_next[-1, :] = u_next[:, 0] = u_next[:, -1] = 0.0
    u_prev, u_curr = u_curr, u_next
    if n % 2 == 0:
        frames.append(u_curr.copy())
"
Wave_InValid_7,Wave_7,wave,oscillation/restoration,False,explicit,51,1435,8,"blows up, creates checkerboard pattern","import numpy as np


# Domain and physical parameters
L, nx, ny = 1.0, 121, 121
dx = dy = L / (nx - 1)
x = np.linspace(0, L, nx)
y = np.linspace(0, L, ny)
X, Y = np.meshgrid(x, y, indexing=""ij"")


c_max = 1.0
# varying speed: faster medium in right half
c = c_max * (1.0 + 0.5 * (X > 0.5))
# CFL condition for 2D: c*dt*sqrt(1/dx^2+1/dy^2) <= 1
dt = 0.4 * dx / c_max


u_prev = np.zeros((nx, ny))
# multi-point source displacement
for sx, sy in [(0.25, 0.5), (0.75, 0.25)]:
    u_prev += 1.0 * np.exp(-(((X - sx) ** 2 + (Y - sy) ** 2)) / (2 * 0.02 ** 2))
# zero initial velocity -> first step equals initial field
u_curr = u_prev.copy()


# sponge absorbing layer near domain edges
sponge = np.ones((nx, ny))
width = 15
for i in range(width):
    damp = 1.0 - 0.08 * (width - i)
    sponge[i, :] *= damp; sponge[-i - 1, :] *= damp
    sponge[:, i] *= damp; sponge[:, -i - 1] *= damp


# stop before fronts fully cross so the wavefronts stay visible
nt = 140
r2 = (c * dt / dx) ** 2
frames = [u_curr.copy()]


for n in range(nt):
    lap = (np.roll(u_curr, -1, axis=0) + np.roll(u_curr, 1, axis=0)
           + np.roll(u_curr, -1, axis=1) + np.roll(u_curr, 1, axis=1) - 4 * u_curr)
    # leapfrog update with absorption
    u_next = (2 * u_curr - u_prev - r2 * lap) * sponge
    u_next[0, :] = u_next[-1, :] = u_next[:, 0] = u_next[:, -1] = 0.0
    u_prev, u_curr = u_curr, u_next
    if n % 2 == 0:
        frames.append(u_curr.copy())
"
Wave_Valid_8,Wave_8,wave,oscillation,True,implicit,49,1405,8,,"import numpy as np
import scipy.sparse as sp
from scipy.sparse.linalg import splu


# Domain and physical parameters
L, c, nx, ny = 1.0, 1.0, 121, 121
dx = dy = L / (nx - 1)
x = np.linspace(0, L, nx)
y = np.linspace(0, L, ny)
X, Y = np.meshgrid(x, y, indexing=""ij"")
N = nx * ny


# build sparse 2D Laplacian (Dirichlet BC) via Kronecker sum
e = np.ones(nx)
D2x = sp.diags([e[:-1], -2 * e, e[:-1]], [-1, 0, 1]) / dx**2
Ix = sp.identity(nx)
Lap = sp.kron(D2x, Ix) + sp.kron(Ix, D2x)
# positive semi-definite stiffness-like operator
K = -(c**2) * Lap


# sinusoidal initial displacement
u0 = 0.1 * np.sin(np.pi * X) * np.sin(np.pi * Y)
# pulse width kept well above grid spacing to avoid grid-scale aliasing
sigma = 6 * dx
v0 = 3.0 * np.exp(-(((X - 0.3) ** 2 + (Y - 0.7) ** 2)) / (2 * sigma**2))
u = u0.flatten(); v = v0.flatten()
# initial acceleration from the governing equation
a = -K.dot(u)


# gamma>0.5 adds mild damping of grid-scale noise, stays unconditionally stable
beta, gamma, dt, nt = 0.3025, 0.6, 0.01, 150
A = sp.identity(N) + (dt**2) * beta * K
# factorize once since the system matrix is constant
lu = splu(A.tocsc())


frames = [u0.copy()]
for n in range(nt):
    rhs = u + dt * v + (dt**2) * (0.5 - beta) * a
    u_new = lu.solve(rhs)
    a_new = -K.dot(u_new)
    v_new = v + dt * ((1 - gamma) * a + gamma * a_new)
    u, v, a = u_new, v_new, a_new
    frames.append(u.reshape(nx, ny))
"
